[egoonet]2013-08-19 16:27:05,778 DEBUG main org.jboss.logging Logging Provider: org.jboss.logging.Log4jLoggerProvider
[egoonet]2013-08-20 13:53:50,822 DEBUG processExecutor-29 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[egoonet]2013-08-20 13:53:50,822 DEBUG processExecutor-29 org.hibernate.internal.util.EntityPrinter Listing entities:
[egoonet]2013-08-20 13:53:50,822 DEBUG processExecutor-29 org.hibernate.internal.util.EntityPrinter com.egoonet.callcenter.model.StatData{id=1968, createTime=2013-08-20 13:52:31.0, subscribeType=Total_Calls_Entered, updateTime=2013-08-20 13:53:46.0, statvalue=1796.0, rangevalue=0, properties=null, subscribeName=KM_ZongHe_APQ@alipayHZSIPSwitch, referenceID=2}
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction committed JDBC Connection
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction re-enabling autocommit
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Releasing JDBC connection
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Released JDBC connection
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.engine.transaction.spi.AbstractTransactionImpl begin
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtaining JDBC connection
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtained JDBC connection
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction initial autocommit status: true
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction disabling autocommit
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.engine.transaction.spi.AbstractTransactionImpl committing
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.event.internal.AbstractFlushingEventListener Processing flush-time cascades
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.event.internal.AbstractFlushingEventListener Dirty checking collections
[egoonet]2013-08-20 13:53:50,823 DEBUG processExecutor-29 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 insertions, 1 updates, 0 deletions to 1 objects
[egoonet]2013-08-20 13:53:50,824 DEBUG processExecutor-29 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[egoonet]2013-08-20 13:53:50,824 DEBUG processExecutor-29 org.hibernate.internal.util.EntityPrinter Listing entities:
[egoonet]2013-08-20 13:53:50,824 DEBUG processExecutor-29 org.hibernate.internal.util.EntityPrinter com.egoonet.callcenter.model.QueueStatistics{id=1968, createTime=2013-08-20 13:52:31.0, subscribeType=Total_Calls_Entered, updateTime=Tue Aug 20 13:53:50 CST 2013, statvalue=1797.0, rangevalue=0, properties=null, subscribeName=KM_ZongHe_APQ@alipayHZSIPSwitch, referenceID=2}
[egoonet]2013-08-20 13:53:50,824 DEBUG processExecutor-29 org.hibernate.SQL /* update com.egoonet.callcenter.model.QueueStatistics */ update STATDATA set RANGEVALUE=?, REFERENCEID=?, STATVALUE=?, SUBSCRIBETYPE=?, SUBSCRIBENAME=?, PROPERTIES=?, CREATETIME=?, UPDATETIME=? where ID=?
[egoonet]2013-08-20 13:53:50,826 DEBUG processExecutor-29 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction committed JDBC Connection
[egoonet]2013-08-20 13:53:50,826 DEBUG processExecutor-29 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction re-enabling autocommit
[egoonet]2013-08-20 13:53:50,826 DEBUG processExecutor-29 org.hibernate.engine.jdbc.internal.JdbcCoordinatorImpl HHH000420: Closing un-released batch
[egoonet]2013-08-20 13:53:50,826 DEBUG processExecutor-29 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Releasing JDBC connection
[egoonet]2013-08-20 13:53:50,826 DEBUG processExecutor-29 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Released JDBC connection
[egoonet]2013-08-20 13:53:56,597 INFO main com.egoonet.callcenter.controller.StatServerController  Process Message 
[egoonet]2013-08-20 13:53:56,598 INFO processExecutor-30 com.egoonet.callcenter.controller.statserver.ProcessMessageTask [recieve msg from statserver] refID=5,value=998
[egoonet]2013-08-20 13:53:56,598 DEBUG processExecutor-30 org.hibernate.engine.transaction.spi.AbstractTransactionImpl begin
[egoonet]2013-08-20 13:53:56,598 DEBUG processExecutor-30 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtaining JDBC connection
[egoonet]2013-08-20 13:53:56,598 DEBUG processExecutor-30 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtained JDBC connection
[egoonet]2013-08-20 13:53:56,599 DEBUG processExecutor-30 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction initial autocommit status: true
[egoonet]2013-08-20 13:53:56,599 DEBUG processExecutor-30 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction disabling autocommit
[egoonet]2013-08-20 13:53:56,599 DEBUG processExecutor-30 org.hibernate.SQL /* from StatData where referenceID = :id */ select statdata0_.ID as ID1_6_, statdata0_.RANGEVALUE as RANGEVAL3_6_, statdata0_.REFERENCEID as REFERENC4_6_, statdata0_.STATVALUE as STATVALU5_6_, statdata0_.SUBSCRIBETYPE as SUBSCRIB6_6_, statdata0_.SUBSCRIBENAME as SUBSCRIB7_6_, statdata0_.PROPERTIES as PROPERTI8_6_, statdata0_.CREATETIME as CREATETI9_6_, statdata0_.UPDATETIME as UPDATET10_6_, statdata0_.STATTYPE as STATTYPE2_6_ from STATDATA statdata0_ where statdata0_.REFERENCEID=?
[egoonet]2013-08-20 13:53:56,600 DEBUG processExecutor-30 org.hibernate.loader.Loader Result set row: 0
[egoonet]2013-08-20 13:53:56,600 DEBUG processExecutor-30 org.hibernate.loader.Loader Result row: EntityKey[com.egoonet.callcenter.model.StatData#1970]
[egoonet]2013-08-20 13:53:56,601 DEBUG processExecutor-30 org.hibernate.engine.internal.TwoPhaseLoad Resolving associations for [com.egoonet.callcenter.model.QueueStatistics#1970]
[egoonet]2013-08-20 13:53:56,601 DEBUG processExecutor-30 org.hibernate.engine.internal.TwoPhaseLoad Done materializing entity [com.egoonet.callcenter.model.QueueStatistics#1970]
[egoonet]2013-08-20 13:53:56,601 DEBUG processExecutor-30 org.hibernate.engine.transaction.spi.AbstractTransactionImpl committing
[egoonet]2013-08-20 13:53:56,601 DEBUG processExecutor-30 org.hibernate.event.internal.AbstractFlushingEventListener Processing flush-time cascades
[egoonet]2013-08-20 13:53:56,601 DEBUG processExecutor-30 org.hibernate.event.internal.AbstractFlushingEventListener Dirty checking collections
[egoonet]2013-08-20 13:53:56,601 DEBUG processExecutor-30 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
[egoonet]2013-08-20 13:53:56,601 DEBUG processExecutor-30 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[egoonet]2013-08-20 13:53:56,601 DEBUG processExecutor-30 org.hibernate.internal.util.EntityPrinter Listing entities:
[egoonet]2013-08-20 13:53:56,601 DEBUG processExecutor-30 org.hibernate.internal.util.EntityPrinter com.egoonet.callcenter.model.StatData{id=1970, createTime=2013-08-20 13:52:31.0, subscribeType=Total_Calls_Abandoned, updateTime=2013-08-20 13:53:47.0, statvalue=997.0, rangevalue=0, properties=null, subscribeName=KM_ZongHe_APQ@alipayHZSIPSwitch, referenceID=5}
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction committed JDBC Connection
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction re-enabling autocommit
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Releasing JDBC connection
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Released JDBC connection
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.engine.transaction.spi.AbstractTransactionImpl begin
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtaining JDBC connection
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtained JDBC connection
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction initial autocommit status: true
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction disabling autocommit
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.engine.transaction.spi.AbstractTransactionImpl committing
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.event.internal.AbstractFlushingEventListener Processing flush-time cascades
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.event.internal.AbstractFlushingEventListener Dirty checking collections
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 insertions, 1 updates, 0 deletions to 1 objects
[egoonet]2013-08-20 13:53:56,602 DEBUG processExecutor-30 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[egoonet]2013-08-20 13:53:56,603 DEBUG processExecutor-30 org.hibernate.internal.util.EntityPrinter Listing entities:
[egoonet]2013-08-20 13:53:56,603 DEBUG processExecutor-30 org.hibernate.internal.util.EntityPrinter com.egoonet.callcenter.model.QueueStatistics{id=1970, createTime=2013-08-20 13:52:31.0, subscribeType=Total_Calls_Abandoned, updateTime=Tue Aug 20 13:53:56 CST 2013, statvalue=998.0, rangevalue=0, properties=null, subscribeName=KM_ZongHe_APQ@alipayHZSIPSwitch, referenceID=5}
[egoonet]2013-08-20 13:53:56,603 DEBUG processExecutor-30 org.hibernate.SQL /* update com.egoonet.callcenter.model.QueueStatistics */ update STATDATA set RANGEVALUE=?, REFERENCEID=?, STATVALUE=?, SUBSCRIBETYPE=?, SUBSCRIBENAME=?, PROPERTIES=?, CREATETIME=?, UPDATETIME=? where ID=?
[egoonet]2013-08-20 13:53:56,604 DEBUG processExecutor-30 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction committed JDBC Connection
[egoonet]2013-08-20 13:53:56,604 DEBUG processExecutor-30 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction re-enabling autocommit
[egoonet]2013-08-20 13:53:56,605 DEBUG processExecutor-30 org.hibernate.engine.jdbc.internal.JdbcCoordinatorImpl HHH000420: Closing un-released batch
[egoonet]2013-08-20 13:53:56,605 DEBUG processExecutor-30 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Releasing JDBC connection
[egoonet]2013-08-20 13:53:56,605 DEBUG processExecutor-30 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Released JDBC connection
[egoonet]2013-08-20 13:53:58,230 INFO main com.egoonet.callcenter.controller.StatServerController  Process Message 
[egoonet]2013-08-20 13:53:58,231 INFO processExecutor-31 com.egoonet.callcenter.controller.statserver.ProcessMessageTask [recieve msg from statserver] refID=5,value=999
[egoonet]2013-08-20 13:53:58,231 DEBUG processExecutor-31 org.hibernate.engine.transaction.spi.AbstractTransactionImpl begin
[egoonet]2013-08-20 13:53:58,231 DEBUG processExecutor-31 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtaining JDBC connection
[egoonet]2013-08-20 13:53:58,231 DEBUG processExecutor-31 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtained JDBC connection
[egoonet]2013-08-20 13:53:58,232 DEBUG processExecutor-31 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction initial autocommit status: true
[egoonet]2013-08-20 13:53:58,232 DEBUG processExecutor-31 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction disabling autocommit
[egoonet]2013-08-20 13:53:58,232 DEBUG processExecutor-31 org.hibernate.SQL /* from StatData where referenceID = :id */ select statdata0_.ID as ID1_6_, statdata0_.RANGEVALUE as RANGEVAL3_6_, statdata0_.REFERENCEID as REFERENC4_6_, statdata0_.STATVALUE as STATVALU5_6_, statdata0_.SUBSCRIBETYPE as SUBSCRIB6_6_, statdata0_.SUBSCRIBENAME as SUBSCRIB7_6_, statdata0_.PROPERTIES as PROPERTI8_6_, statdata0_.CREATETIME as CREATETI9_6_, statdata0_.UPDATETIME as UPDATET10_6_, statdata0_.STATTYPE as STATTYPE2_6_ from STATDATA statdata0_ where statdata0_.REFERENCEID=?
[egoonet]2013-08-20 13:53:58,233 DEBUG processExecutor-31 org.hibernate.loader.Loader Result set row: 0
[egoonet]2013-08-20 13:53:58,234 DEBUG processExecutor-31 org.hibernate.loader.Loader Result row: EntityKey[com.egoonet.callcenter.model.StatData#1970]
[egoonet]2013-08-20 13:53:58,234 DEBUG processExecutor-31 org.hibernate.engine.internal.TwoPhaseLoad Resolving associations for [com.egoonet.callcenter.model.QueueStatistics#1970]
[egoonet]2013-08-20 13:53:58,234 DEBUG processExecutor-31 org.hibernate.engine.internal.TwoPhaseLoad Done materializing entity [com.egoonet.callcenter.model.QueueStatistics#1970]
[egoonet]2013-08-20 13:53:58,235 DEBUG processExecutor-31 org.hibernate.engine.transaction.spi.AbstractTransactionImpl committing
[egoonet]2013-08-20 13:53:58,235 DEBUG processExecutor-31 org.hibernate.event.internal.AbstractFlushingEventListener Processing flush-time cascades
[egoonet]2013-08-20 13:53:58,235 DEBUG processExecutor-31 org.hibernate.event.internal.AbstractFlushingEventListener Dirty checking collections
[egoonet]2013-08-20 13:53:58,235 DEBUG processExecutor-31 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
[egoonet]2013-08-20 13:53:58,235 DEBUG processExecutor-31 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[egoonet]2013-08-20 13:53:58,235 DEBUG processExecutor-31 org.hibernate.internal.util.EntityPrinter Listing entities:
[egoonet]2013-08-20 13:53:58,235 DEBUG processExecutor-31 org.hibernate.internal.util.EntityPrinter com.egoonet.callcenter.model.StatData{id=1970, createTime=2013-08-20 13:52:31.0, subscribeType=Total_Calls_Abandoned, updateTime=2013-08-20 13:53:56.0, statvalue=998.0, rangevalue=0, properties=null, subscribeName=KM_ZongHe_APQ@alipayHZSIPSwitch, referenceID=5}
[egoonet]2013-08-20 13:53:58,236 DEBUG processExecutor-31 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction committed JDBC Connection
[egoonet]2013-08-20 13:53:58,237 DEBUG processExecutor-31 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction re-enabling autocommit
[egoonet]2013-08-20 13:53:58,237 DEBUG processExecutor-31 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Releasing JDBC connection
[egoonet]2013-08-20 13:53:58,237 DEBUG processExecutor-31 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Released JDBC connection
[egoonet]2013-08-20 13:53:58,237 DEBUG processExecutor-31 org.hibernate.engine.transaction.spi.AbstractTransactionImpl begin
[egoonet]2013-08-20 13:53:58,237 DEBUG processExecutor-31 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtaining JDBC connection
[egoonet]2013-08-20 13:53:58,237 DEBUG processExecutor-31 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtained JDBC connection
[egoonet]2013-08-20 13:53:58,237 DEBUG processExecutor-31 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction initial autocommit status: true
[egoonet]2013-08-20 13:53:58,237 DEBUG processExecutor-31 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction disabling autocommit
[egoonet]2013-08-20 13:53:58,237 DEBUG processExecutor-31 org.hibernate.engine.transaction.spi.AbstractTransactionImpl committing
[egoonet]2013-08-20 13:53:58,238 DEBUG processExecutor-31 org.hibernate.event.internal.AbstractFlushingEventListener Processing flush-time cascades
[egoonet]2013-08-20 13:53:58,238 DEBUG processExecutor-31 org.hibernate.event.internal.AbstractFlushingEventListener Dirty checking collections
[egoonet]2013-08-20 13:53:58,238 DEBUG processExecutor-31 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 insertions, 1 updates, 0 deletions to 1 objects
[egoonet]2013-08-20 13:53:58,238 DEBUG processExecutor-31 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[egoonet]2013-08-20 13:53:58,238 DEBUG processExecutor-31 org.hibernate.internal.util.EntityPrinter Listing entities:
[egoonet]2013-08-20 13:53:58,239 DEBUG processExecutor-31 org.hibernate.internal.util.EntityPrinter com.egoonet.callcenter.model.QueueStatistics{id=1970, createTime=2013-08-20 13:52:31.0, subscribeType=Total_Calls_Abandoned, updateTime=Tue Aug 20 13:53:58 CST 2013, statvalue=999.0, rangevalue=0, properties=null, subscribeName=KM_ZongHe_APQ@alipayHZSIPSwitch, referenceID=5}
[egoonet]2013-08-20 13:53:58,239 DEBUG processExecutor-31 org.hibernate.SQL /* update com.egoonet.callcenter.model.QueueStatistics */ update STATDATA set RANGEVALUE=?, REFERENCEID=?, STATVALUE=?, SUBSCRIBETYPE=?, SUBSCRIBENAME=?, PROPERTIES=?, CREATETIME=?, UPDATETIME=? where ID=?
[egoonet]2013-08-20 13:53:58,285 DEBUG processExecutor-31 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction committed JDBC Connection
[egoonet]2013-08-20 13:53:58,285 DEBUG processExecutor-31 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction re-enabling autocommit
[egoonet]2013-08-20 13:53:58,285 DEBUG processExecutor-31 org.hibernate.engine.jdbc.internal.JdbcCoordinatorImpl HHH000420: Closing un-released batch
[egoonet]2013-08-20 13:53:58,285 DEBUG processExecutor-31 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Releasing JDBC connection
[egoonet]2013-08-20 13:53:58,285 DEBUG processExecutor-31 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Released JDBC connection
[egoonet]2013-08-20 13:54:00,240 INFO main com.egoonet.callcenter.controller.StatServerController  Process Message 
[egoonet]2013-08-20 13:54:00,241 INFO processExecutor-32 com.egoonet.callcenter.controller.statserver.ProcessMessageTask [recieve msg from statserver] refID=2,value=1798
[egoonet]2013-08-20 13:54:00,241 DEBUG processExecutor-32 org.hibernate.engine.transaction.spi.AbstractTransactionImpl begin
[egoonet]2013-08-20 13:54:00,241 DEBUG processExecutor-32 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtaining JDBC connection
[egoonet]2013-08-20 13:54:00,241 DEBUG processExecutor-32 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtained JDBC connection
[egoonet]2013-08-20 13:54:00,242 DEBUG processExecutor-32 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction initial autocommit status: true
[egoonet]2013-08-20 13:54:00,242 DEBUG processExecutor-32 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction disabling autocommit
[egoonet]2013-08-20 13:54:00,242 DEBUG processExecutor-32 org.hibernate.SQL /* from StatData where referenceID = :id */ select statdata0_.ID as ID1_6_, statdata0_.RANGEVALUE as RANGEVAL3_6_, statdata0_.REFERENCEID as REFERENC4_6_, statdata0_.STATVALUE as STATVALU5_6_, statdata0_.SUBSCRIBETYPE as SUBSCRIB6_6_, statdata0_.SUBSCRIBENAME as SUBSCRIB7_6_, statdata0_.PROPERTIES as PROPERTI8_6_, statdata0_.CREATETIME as CREATETI9_6_, statdata0_.UPDATETIME as UPDATET10_6_, statdata0_.STATTYPE as STATTYPE2_6_ from STATDATA statdata0_ where statdata0_.REFERENCEID=?
[egoonet]2013-08-20 13:54:00,243 DEBUG processExecutor-32 org.hibernate.loader.Loader Result set row: 0
[egoonet]2013-08-20 13:54:00,243 DEBUG processExecutor-32 org.hibernate.loader.Loader Result row: EntityKey[com.egoonet.callcenter.model.StatData#1968]
[egoonet]2013-08-20 13:54:00,244 DEBUG processExecutor-32 org.hibernate.engine.internal.TwoPhaseLoad Resolving associations for [com.egoonet.callcenter.model.QueueStatistics#1968]
[egoonet]2013-08-20 13:54:00,244 DEBUG processExecutor-32 org.hibernate.engine.internal.TwoPhaseLoad Done materializing entity [com.egoonet.callcenter.model.QueueStatistics#1968]
[egoonet]2013-08-20 13:54:00,244 DEBUG processExecutor-32 org.hibernate.engine.transaction.spi.AbstractTransactionImpl committing
[egoonet]2013-08-20 13:54:00,244 DEBUG processExecutor-32 org.hibernate.event.internal.AbstractFlushingEventListener Processing flush-time cascades
[egoonet]2013-08-20 13:54:00,244 DEBUG processExecutor-32 org.hibernate.event.internal.AbstractFlushingEventListener Dirty checking collections
[egoonet]2013-08-20 13:54:00,244 DEBUG processExecutor-32 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
[egoonet]2013-08-20 13:54:00,244 DEBUG processExecutor-32 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[egoonet]2013-08-20 13:54:00,244 DEBUG processExecutor-32 org.hibernate.internal.util.EntityPrinter Listing entities:
[egoonet]2013-08-20 13:54:00,244 DEBUG processExecutor-32 org.hibernate.internal.util.EntityPrinter com.egoonet.callcenter.model.StatData{id=1968, createTime=2013-08-20 13:52:31.0, subscribeType=Total_Calls_Entered, updateTime=2013-08-20 13:53:50.0, statvalue=1797.0, rangevalue=0, properties=null, subscribeName=KM_ZongHe_APQ@alipayHZSIPSwitch, referenceID=2}
[egoonet]2013-08-20 13:54:00,245 DEBUG processExecutor-32 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction committed JDBC Connection
[egoonet]2013-08-20 13:54:00,245 DEBUG processExecutor-32 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction re-enabling autocommit
[egoonet]2013-08-20 13:54:00,245 DEBUG processExecutor-32 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Releasing JDBC connection
[egoonet]2013-08-20 13:54:00,246 DEBUG processExecutor-32 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Released JDBC connection
[egoonet]2013-08-20 13:54:00,246 DEBUG processExecutor-32 org.hibernate.engine.transaction.spi.AbstractTransactionImpl begin
[egoonet]2013-08-20 13:54:00,246 DEBUG processExecutor-32 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtaining JDBC connection
[egoonet]2013-08-20 13:54:00,246 DEBUG processExecutor-32 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtained JDBC connection
[egoonet]2013-08-20 13:54:00,246 DEBUG processExecutor-32 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction initial autocommit status: true
[egoonet]2013-08-20 13:54:00,247 DEBUG processExecutor-32 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction disabling autocommit
[egoonet]2013-08-20 13:54:00,247 DEBUG processExecutor-32 org.hibernate.engine.transaction.spi.AbstractTransactionImpl committing
[egoonet]2013-08-20 13:54:00,247 DEBUG processExecutor-32 org.hibernate.event.internal.AbstractFlushingEventListener Processing flush-time cascades
[egoonet]2013-08-20 13:54:00,247 DEBUG processExecutor-32 org.hibernate.event.internal.AbstractFlushingEventListener Dirty checking collections
[egoonet]2013-08-20 13:54:00,247 DEBUG processExecutor-32 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 insertions, 1 updates, 0 deletions to 1 objects
[egoonet]2013-08-20 13:54:00,247 DEBUG processExecutor-32 org.hibernate.event.internal.AbstractFlushingEventListener Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[egoonet]2013-08-20 13:54:00,247 DEBUG processExecutor-32 org.hibernate.internal.util.EntityPrinter Listing entities:
[egoonet]2013-08-20 13:54:00,247 DEBUG processExecutor-32 org.hibernate.internal.util.EntityPrinter com.egoonet.callcenter.model.QueueStatistics{id=1968, createTime=2013-08-20 13:52:31.0, subscribeType=Total_Calls_Entered, updateTime=Tue Aug 20 13:54:00 CST 2013, statvalue=1798.0, rangevalue=0, properties=null, subscribeName=KM_ZongHe_APQ@alipayHZSIPSwitch, referenceID=2}
[egoonet]2013-08-20 13:54:00,247 DEBUG processExecutor-32 org.hibernate.SQL /* update com.egoonet.callcenter.model.QueueStatistics */ update STATDATA set RANGEVALUE=?, REFERENCEID=?, STATVALUE=?, SUBSCRIBETYPE=?, SUBSCRIBENAME=?, PROPERTIES=?, CREATETIME=?, UPDATETIME=? where ID=?
[egoonet]2013-08-20 13:54:00,270 DEBUG processExecutor-32 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction committed JDBC Connection
[egoonet]2013-08-20 13:54:00,270 DEBUG processExecutor-32 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction re-enabling autocommit
[egoonet]2013-08-20 13:54:00,270 DEBUG processExecutor-32 org.hibernate.engine.jdbc.internal.JdbcCoordinatorImpl HHH000420: Closing un-released batch
[egoonet]2013-08-20 13:54:00,270 DEBUG processExecutor-32 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Releasing JDBC connection
[egoonet]2013-08-20 13:54:00,270 DEBUG processExecutor-32 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Released JDBC connection
[egoonet]2013-08-20 13:54:07,420 INFO main com.egoonet.callcenter.controller.StatServerController  Process Message 
[egoonet]2013-08-20 13:54:07,421 INFO main com.egoonet.callcenter.controller.StatServerController  Process Message 
[egoonet]2013-08-20 13:54:07,421 INFO processExecutor-33 com.egoonet.callcenter.controller.statserver.ProcessMessageTask [recieve msg from statserver] refID=3,value=1260
[egoonet]2013-08-20 13:54:07,421 DEBUG processExecutor-33 org.hibernate.engine.transaction.spi.AbstractTransactionImpl begin
[egoonet]2013-08-20 13:54:07,421 DEBUG processExecutor-33 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtaining JDBC connection
[egoonet]2013-08-20 13:54:07,422 DEBUG processExecutor-33 org.hibernate.engine.jdbc.internal.LogicalConnectionImpl Obtained JDBC connection
[egoonet]2013-08-20 13:54:07,422 DEBUG processExecutor-33 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction initial autocommit status: true
[egoonet]2013-08-20 13:54:07,422 DEBUG processExecutor-33 org.hibernate.engine.transaction.internal.jdbc.JdbcTransaction disabling autocommit
